cnpj_basico;cnpj_ordem;cnpj_dv;identificador_matriz_filial;nome_fantasia;situacao_cadastral;data_situacao_cadastral;data_inicio_atividade;cnae_fiscal_principal;cnae_fiscal_secundaria;tipo_logradouro;logradouro;numero;complemento;bairro;cep;uf;municipio;ddd1;telefone1;ddd2;telefone2;ddd_fax;fax;correio_eletronico;situacao_especial;data_situacao_especial
23200159;1;55;1;DJALMA;4;2021-03-16;2015-09-02;4399103;4330404,4399199,4322301,4330402;RUA;QUATRO;SN;Não informado;CHACARAS DE INOA (INOA);24941620.0;RJ;5853;21;26381642.0;Não informado;Não informado;Não informado;Não informado;miraferreiradasilva@hotmail.com;Não informado;Não informado
23209736;1;70;1;UNIDADE OURO ROSA;4;2021-03-16;2015-09-03;5620102;Não informado;ESTRADA VELHA;DE MARICA;s/n;CASA lt9;ITAPEBA;24913270.0;RJ;5853;21;64089177.0;Não informado;Não informado;Não informado;Não informado;joelma.rj@toppeople.com.br;Não informado;Não informado
23211178;1;87;1;MELCO PRESTADORA DE SERVICOS DE INFORMACAO;8;2022-03-14;2015-09-03;8219901;8219999,8299707,4789007,4751201;AVENIDA;ZUMBI DOS PALMARES;162;SALA 213;BARROCO (ITAIPUACU);24936530.0;RJ;5853;21;26387502.0;Não informado;Não informado;Não informado;Não informado;correaeveloso.viagens@gmail.com;Não informado;Não informado
23212052;1;27;1;ROBERTO SERVICOS E PRODUCOES;8;2017-03-23;2015-09-03;4923001;Não informado;RUA;CINQUENTA QUADRA;36;"QUADRA ;QUADRA ;QUADRA";JARDIM ATLANTICO CENTRAL (ITAIPUACU);24934290.0;RJ;5853;21;68189513.0;Não informado;Não informado;Não informado;Não informado;robertoduarte33@hotmail.com;Não informado;Não informado
23215600;1;72;1;Não informado;2;2015-09-04;2015-09-04;4399103;4330404;RUA;ONZE (LOT JD INOA);SN;LOTE 15, QUADRA 01;CHACARAS DE INOA (INOA);24941470.0;RJ;5853;21;98133097.0;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
23225639;1;70;1;BAZAR PARAFUSOS MARANHAO;2;2015-09-07;2015-09-07;4744099;2542000,4744001;RODOVIA;ERNANI DO AMARAL PEIXOTO;521;LOJA 521;SAO JOSE DO IMBASSAI;24931000.0;RJ;5853;21;26369493.0;Não informado;Não informado;Não informado;Não informado;PARAFUSOSMARANHAO@BOL.COM.BR;Não informado;Não informado
23234267;1;49;1;CANTINHO DO CONHECIMENTO;2;2015-09-09;2015-09-09;8599699;5620104;RUA;ONZE (LOT TERRITORIAL);0;Não informado;CHACARAS DE INOA (INOA);24940285.0;RJ;5853;21;87148709.0;Não informado;Não informado;Não informado;Não informado;aninhaeducadora@yahoo.com.br;Não informado;Não informado
23249688;1;43;1;NATUREBA CARIOCA;4;2021-03-16;2015-09-10;1093702;1033301,5620101,4729699,8292000;AVENIDA;ROBERTO DA SILVEIRA;2312;LOJA 4;FLAMENGO;24903815.0;RJ;5853;21;33254003.0;Não informado;Não informado;Não informado;Não informado;leborges34@gmail.com;Não informado;Não informado
23252374;1;8;1;NICOLAR COMERCIO E SERVICO DE ILUMINACAO ME;8;2019-12-04;2015-09-11;4754703;4321500;RUA;TRINTA E UM;63;"QUADRA 43;LOTE 12";GUARATIBA (PONTA NEGRA);24916190.0;RJ;5853;21;79893237.0;Não informado;Não informado;Não informado;Não informado;eletricaleds@gmail.com;Não informado;Não informado
23265897;1;80;1;CONCEITO DESIGNER;8;2016-03-05;2015-09-14;4759801;Não informado;RUA;MARIO SANTORO;21 A 2;Não informado;CAJUEIROS (ITAIPUACU);24932110.0;RJ;5853;21;26348224.0;Não informado;Não informado;Não informado;Não informado;JO.ARQDESIGNER@GMAIL.COM;Não informado;Não informado
23283487;1;62;1;PADARIA ATIVA;2;2021-05-03;2015-09-16;1091102;4721103,4721102,4789005,4772500,4761002;AVENIDA;MAYSA;lote20;LOJA 1;GUARATIBA (PONTA NEGRA);24916000.0;RJ;5853;21;36944771.0;Não informado;Não informado;Não informado;Não informado;valeriamiguel3@yahoo.com.br;Não informado;Não informado
23294098;1;32;1;STUDIO VIDA ATIVA;8;2018-07-27;2015-09-17;9313100;8230001,8599699,7319002;AVENIDA;VEREADOR FRANCISCO SABINO DA COSTA;372;SLJ 3;CENTRO;24900100.0;RJ;5853;21;95156992.0;Não informado;Não informado;Não informado;Não informado;PROF.LIMA@HOTMAIL.COM;Não informado;Não informado
23298437;1;59;1;Não informado;2;2022-08-18;2015-09-17;4781400;Não informado;TRAVESSA;CRISTIANO ARLEU DOS SANTOS;CS 03;"LOTE 13;QUADRA 04";INOA (INOA);24943710.0;RJ;5853;21;26365051.0;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
23298522;1;17;1;Não informado;2;2023-02-10;2015-09-17;4781400;Não informado;RUA;VISCONDE DE ITABORAI;LT05;QUADRA 15;MARQUES DE MARICA;24904425.0;RJ;5853;21;71466388.0;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
23304036;1;64;1;ANA;8;2021-12-07;2015-09-18;9602501;Não informado;RUA;CINQUENTA E CINCO QUADRA;1;LOTE 42 QUADRA 217;JARDIM ATLANTICO CENTRAL (ITAIPUACU);24934210.0;RJ;5853;21;36866904.0;Não informado;Não informado;Não informado;Não informado;ANACCASTRO83@GMAIL.COM;Não informado;Não informado
23308777;1;13;1;AJSG REFRIGERACAO;4;2022-01-17;2015-09-19;9521500;Não informado;RUA;TROPICAL QUADRA;25;QUADRA 354 LOTE 25;JARDIM ATLANTICO LESTE (ITAIPUACU);24933620.0;RJ;5853;21;31444082.0;Não informado;Não informado;Não informado;Não informado;santosvieira33@hotmail.com;Não informado;Não informado
23324344;1;51;1;PADARIA E CONFEITARIA JKS;4;2021-03-16;2015-09-22;1091102;4781400,4789099,4755503,5620104,4755502,5612100,4753900,4721103,4721102,4723700,4713002,4729699,4772500;RUA;GUTEMBERG CABRAL FRANCISCO QUADRA;000;"QUADRA 357;LOTE 03;CASA 02";JARDIM ATLANTICO LESTE (ITAIPUACU);24933605.0;RJ;5853;21;37075581.0;Não informado;Não informado;Não informado;Não informado;serginhodubahia.50@gmail.com;Não informado;Não informado
23336762;1;69;1;Não informado;2;2015-09-23;2015-09-23;4330404;Não informado;ESTRADA VELHA;DE MARICA;300;Não informado;CHACARAS DE INOA (INOA);24941890.0;RJ;5853;21;37323092.0;Não informado;Não informado;Não informado;Não informado;francisgol@ig.com.br;Não informado;Não informado
23365981;1;76;1;DUDU CAR;2;2023-02-06;2015-09-28;4520005;4541206,4520007,4530705,4543900,4530704,4530703,4732600,4520004,4520006,4520002,4520001;RUA;VAN LERBERGUE QUADRA;24;Não informado;JARDIM ATLANTICO OESTE (ITAIPUACU);24935440.0;RJ;5853;21;30643652.0;Não informado;Não informado;Não informado;Não informado;gerson.santanna@outlook.com;Não informado;Não informado
23389382;1;92;1;AKIKINOISBEBI;2;2023-02-07;2015-10-01;5612100;Não informado;RUA;WALTER CAETANO DOS SANTOS;254;Não informado;MUMBUCA;24913865.0;RJ;5853;21;64148876.0;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
23393814;1;39;1;ESMALTERIA & NAIL BAR - ESSENCIAL;4;2021-03-16;2015-10-01;9602501;9602502;AVENIDA;CARLOS MARIGHELLA;SN;"QUADRA 33;LOTE 01A;SALA 107";PRAIA DE ITAIPUACU (ITAIPUACU);24936730.0;RJ;5853;21;26387359.0;Não informado;Não informado;Não informado;Não informado;nana_edfisica@hotmail.com;Não informado;Não informado
16948106;2;32;2;Não informado;8;2017-04-26;2015-09-21;4781400;1412601,1412603;RUA;JOAO BATISTA DOMINICE (LOT JD MIRAMAR);S/N;QUADRA87                  LOTE  17                  LOJA  01;ARACATIBA;24902105.0;RJ;5853;21;22222222.0;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
23403238;1;63;1;LSM MANUTENCAO DE BOMBAS E EXAUSTORES ELET.E HIDRAULICA;2;2015-10-02;2015-10-02;4322301;3313999,3314710,3321000,4221903,4322303,4742300,4744003,8129000;RUA;MONTENEGRO;75;LOTE 43, QUADRA F;CENTRO;24900095.0;RJ;5853;21;98489007.0;Não informado;Não informado;Não informado;Não informado;LEO.OLIVEIRASERVICOS@GMAIL.COM;Não informado;Não informado
23406918;1;30;1;Não informado;8;2015-10-29;2015-10-05;4781400;Não informado;AVENIDA;DI CAVALCANTI;186;Não informado;ITAPEBA;24912335.0;RJ;5853;21;37312360.0;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
23413409;1;35;1;Não informado;4;2021-03-16;2015-10-05;4543900;4520001;RUA;DEZESSETE;sn;"LOTE 16;QUADRA 21";CORDEIRINHO (PONTA NEGRA);24921604.0;RJ;5853;21;98289336.0;Não informado;Não informado;Não informado;Não informado;wallacenovinho177@gmail.com;Não informado;Não informado
23413458;1;78;1;Não informado;8;2020-10-19;2015-10-05;8230001;Não informado;RUA;A (COND RES F ELEFANTE);83;Não informado;RECANTO DE ITAIPUACU (ITAIPUACU);24937140.0;RJ;5853;21;80997623.0;Não informado;Não informado;Não informado;Não informado;JULIANO.SENFFT@HOTMAIL.COM;Não informado;Não informado
23429322;1;56;1;COCIPLE;4;2018-10-02;2015-05-20;9491000;Não informado;RODOVIA;ERNANI DO AMARAL PEIXOTO;50;KM    14 - 258;INOA (INOA);24942375.0;RJ;5853;21;26171062.0;21;26176139.0;21;26171062.0;ZULMIRA8801@GMAIL.COM;Não informado;Não informado
23453413;1;27;1;Não informado;8;2015-11-12;2015-10-12;4781400;Não informado;RUA;FIRMINIANO FRANCISCO FIGUEIREDO;81;Não informado;UBATIBA;24908695.0;RJ;5853;21;26373328.0;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
23461286;1;8;1;RUBIA MATEUS;4;2021-03-16;2015-10-13;8712300;4763601,4755502,4789099,5310502,4789005,1093701,4729699,4772500,4773300;RUA;SAO PEDRO APOSTOLO;casa 6;LOTE 12 / QUADRA 06 / CASA 6;PONTA NEGRA (PONTA NEGRA);24922295.0;RJ;5853;21;71128118.0;Não informado;Não informado;Não informado;Não informado;danubiapletinha@hotmail.com;Não informado;Não informado
23475204;1;84;1;Não informado;4;2019-02-06;2012-05-16;4744099;4742300,4679699,4755502,4753900,4757100,4754701;AVENIDA;CARLOS MARIGHELLA;250;Não informado;CHACARAS DE INOA (INOA);24940000.0;RJ;5853;21;32197643.0;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
23481545;1;62;1;Não informado;8;2016-09-08;2015-10-16;8599699;Não informado;RUA;MANOEL DA COSTA MARINS;1700;LOTE 184;ITAPEBA;24913205.0;RJ;5853;21;36942313.0;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
23488346;1;86;1;RENATA FRAZAO;8;2018-04-24;2015-10-17;4772500;4783102,4783101,4781400;RUA;ABREU SODRE;1285;KM 28;MUMBUCA;24913775.0;RJ;5853;65;98169371.0;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
23488645;1;10;1;WALTER-REFORMAS EM GERAL;2;2015-10-17;2015-10-17;4330404;4399103;AVENIDA;MONSENHOR EMERSON DE NEGREIRO;1095;"QUADRA 0;LOTE 29 ACES CINCO";CHACARAS DE INOA (INOA);24940870.0;RJ;5853;21;26360297.0;Não informado;Não informado;Não informado;Não informado;EMERS@POP.COM.BR;Não informado;Não informado
23501262;1;35;1;Não informado;8;2016-02-04;2015-10-20;7319002;Não informado;RUA;CAPITAO MELO;35;QUADRA 33;RECANTO DE ITAIPUACU (ITAIPUACU);24937010.0;RJ;5853;21;31500440.0;Não informado;Não informado;Não informado;Não informado;dan.cont@yahoo.com.br;Não informado;Não informado
23505546;1;8;1;MARIA DE FATIMA;2;2015-10-20;2015-10-20;9700500;1091102;AVENIDA;PREFEITO IVAN MUNDIN QUADRA;Q116;QUADRA 116;ARACATIBA;24901880.0;RJ;5853;21;99919654.0;Não informado;Não informado;Não informado;Não informado;meirefatimaribriro@gmail.com;Não informado;Não informado
23517564;1;0;1;SABOR GRILL;4;2021-03-16;2015-10-21;5620104;Não informado;RUA;PROFESSOR CARDOSO DE MENEZES QUADRA;113;LOJA;JARDIM ATLANTICO OESTE (ITAIPUACU);24935425.0;RJ;5853;21;26012198.0;Não informado;Não informado;Não informado;Não informado;adrianoantunes.azevedo@gmail.com;Não informado;Não informado
23525426;1;64;1;DIVISAO ECLESIASTICA EDUCACIONAL FILHOS DA PROMESSA;8;2022-02-10;2015-10-22;8599699;8592999,8599605,8230001,8599603,4789099,8219901,7420001,8599604,1749400,5811500,1813099,4755502,8592902,9609202,3299099;RUA;G (COND RES REC MARICA);01;LOTE 32, QUADRA 163;BALNEARIO BAMBUI (PONTA NEGRA);24920130.0;RJ;5853;21;92335726.0;Não informado;Não informado;Não informado;Não informado;contatodefip@gmail.com;Não informado;Não informado
12400860;1;0;1;Não informado;8;2015-10-26;2010-08-18;4781400;Não informado;RUA;EXPEDICIONARIO LUIZ MANOEL FERREIRA;54;LOTE 54;CENTRO;24900001.0;RJ;5853;21;37315832.0;Não informado;Não informado;Não informado;Não informado;tcnorma@hotmail.com;Não informado;Não informado
23562642;1;80;1;ESQUINA GRILL;2;2015-10-28;2015-10-28;5611201;Não informado;RUA;VAN LERBERGUE;7507;QUADRA63                  LOTE  19;JARDIM ATLANTICO OESTE (ITAIPUACU);24935550.0;RJ;5853;21;70475442.0;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
23575250;1;55;1;Não informado;8;2015-11-24;2015-10-30;9602501;4789099;RUA;JOSE CHIANELLI;01;LOTE 7 QUADRA 6B;ITAPEBA;24913125.0;RJ;5853;21;96291880.0;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
23595880;1;91;1;PAULO RICARDO CARDOSO;8;2016-01-28;2015-11-04;8230001;Não informado;TRAVESSA;PRECIOSA;10;CASA 02;SAO JOSE DO IMBASSAI;24930608.0;RJ;5853;21;64468845.0;Não informado;Não informado;Não informado;Não informado;paulodoutorplano@gmail.com;Não informado;Não informado
23597012;1;40;1;Não informado;8;2021-12-05;2015-11-04;1629301;3299099;AVENIDA;DOUTOR ANTONIO MARQUES MATHIAS QUADRA;0;"LOTE 37;QUADRA 469";JARDIM ATLANTICO LESTE (ITAIPUACU);24933570.0;RJ;5853;21;26384193.0;Não informado;Não informado;Não informado;Não informado;CELLEFREIRE@IG.COM.BR;Não informado;Não informado
23600361;1;74;1;DISK QUENTINHAS;4;2021-03-16;2015-11-04;5620104;1096100,5620101,1094500;ESTRADA;ZILTO MONTEIRO DE ABREU;S/n;"LOTE 15;QUADRA 06";JACAROA;24903125.0;RJ;5853;21;36453680.0;Não informado;Não informado;Não informado;Não informado;b.rodrigues@ymail.com;Não informado;Não informado
23601299;1;35;1;ODONTOKLIN;4;2021-03-16;2015-11-04;8630504;8630503,7490199,3250706;RUA;ABREU RANGEL;182;LOJA  07                  QUADRA00                  LOTE  08A;CENTRO;24900890.0;RJ;5853;21;68221595.0;Não informado;Não informado;Não informado;Não informado;SILASSTS@HOTMAIL.COM;Não informado;Não informado
23603648;1;58;1;ANGEL HAIR;8;2019-10-22;2015-11-05;9602501;Não informado;RUA;GABRIEL HENRIQUE DE FARIAS JUNIOR;308;SALA 6;CENTRO;24900835.0;RJ;5853;21;26486030.0;Não informado;Não informado;Não informado;Não informado;angelica.blond@hotmail.com;Não informado;Não informado
23612188;1;24;1;ORLANDO SALGADOS E ARTESANATOS;2;2015-11-06;2015-11-06;5612100;Não informado;AVENIDA;MAYSA;02;"QUADRA 81;LOTE 04";CORDEIRINHO (PONTA NEGRA);24921736.0;RJ;5853;21;64335856.0;Não informado;Não informado;Não informado;Não informado;ORLANDO07588@GMAIL.COM;Não informado;Não informado
23616003;1;50;1;Não informado;2;2023-01-24;2015-11-06;4781400;Não informado;RUA;ANTONIO MODESTO DE SA;0;"QUADRA 21;LOTE 14;CASA 2";RECANTO DE ITAIPUACU (ITAIPUACU);24937000.0;RJ;5853;21;26387776.0;Não informado;Não informado;Não informado;Não informado;silvamariamira@hotmail.com;Não informado;Não informado
23633907;1;93;1;BAR E PENSAO CANTINHO DA BENEDITA;2;2015-11-10;2015-11-10;5611201;5620104,5611203;RUA;QUATRO (LOT N S AMPARO);293;"LOJA 01;TERREO";CENTRO;24900305.0;RJ;5853;21;96749383.0;Não informado;Não informado;Não informado;Não informado;weberespress@gmail.com;Não informado;Não informado
23634175;1;56;1;BETH & CIA;4;2021-03-16;2015-11-10;4772500;9602501;RUA;M (COND RES S PAULA A);163;Não informado;SANTA PAULA (INOA);24944850.0;RJ;5853;21;30665737.0;Não informado;Não informado;Não informado;Não informado;elizabetharrilha@gmail.com;Não informado;Não informado
23648614;1;80;1;IMPERIUM BURGER;8;2020-09-02;2015-11-11;5611203;9511800;RUA;DAS PERPETUAS;S/N;"QUADRA 30;LOTE 10D;CASA 02";BARROCO (ITAIPUACU);24936390.0;RJ;5853;21;98156881.0;Não informado;Não informado;Não informado;Não informado;anderson.costa.nunes@outlook.com;Não informado;Não informado
23662131;1;30;1;VETERINARIA E PET SHOP DA HORA;8;2016-10-28;2015-11-13;4789004;9609208;RUA;PROJETADA;50;"LOTE 02;QUADRA 01";INOA (INOA);24942150.0;RJ;5853;21;99943950.0;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
23676826;1;70;1;GI FLORES DE EVA;4;2021-03-16;2015-11-17;3299099;Não informado;RUA;TROPICAL QUADRA;CASA 2;QUADRA 354 - LOTE 25;JARDIM ATLANTICO LESTE (ITAIPUACU);24933620.0;RJ;5853;21;31444082.0;Não informado;Não informado;Não informado;Não informado;santosvieira33@hotmail.com;Não informado;Não informado
23677761;1;88;1;Não informado;8;2020-01-31;2015-11-17;5611204;Não informado;RUA;BEIRA RIO;15;Não informado;CENTRO;24900128.0;RJ;5853;21;26363400.0;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
23680162;1;13;1;PAT VET;8;2017-09-04;2015-11-17;7500100;Não informado;RUA;GETULIO VARGAS QUADRA;SN;QUADRA07                  LOTE  27                  CASA  02 - PARTE;JARDIM ATLANTICO OESTE (ITAIPUACU);24935460.0;RJ;5853;21;37328888.0;Não informado;Não informado;Não informado;Não informado;UNICONT.CONT.SERV@HOTMAIL.COM;Não informado;Não informado
23689781;1;79;1;MUNDIAL DAS PEDRAS;4;2021-03-16;2015-11-18;2391503;Não informado;RODOVIA;ERNANI DO AMARAL PEIXOTO;00000;KM 23,5;PONTA GROSSA;24914440.0;RJ;5853;21;67103347.0;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
23690791;1;24;1;SIQUEIRA TAXI;2;2015-11-18;2015-11-18;4923001;Não informado;RUA;DAS VIOLETAS (COND RES G PARK II);133;Não informado;CENTRO;24900010.0;RJ;5853;21;37315012.0;Não informado;Não informado;Não informado;Não informado;elivaldosiqueira@hotmail.com;Não informado;Não informado
23736873;1;62;1;J E M TELAS;2;2021-09-23;2015-11-25;2512800;4744099,2599399;RUA;JOSE BARBOSA DA CUNHA;30;Não informado;ITAPEBA;24912350.0;RJ;5853;21;72810076.0;Não informado;Não informado;Não informado;Não informado;jemtelas-marica@outlook.com;Não informado;Não informado
23747052;1;21;1;CICLE DA VIVI E BORRACHARIA;2;2015-11-27;2015-11-27;4763603;4520007,4543900,2539001,4520003,9529104,4520006,4520005,2543800,4520002,4520001;RUA;TRINTA E CINCO (LOT BSQ FUNDO);SN;"LOTE 46;QUADRA A";INOA (INOA);24943010.0;RJ;5853;21;88875879.0;Não informado;Não informado;Não informado;Não informado;cicle.da.vivi@hotmail.com;Não informado;Não informado
23772230;1;74;1;MERCEARIA E PADARIA DE SONIA;2;2015-12-01;2015-12-01;1091101;4721102,4723700,4789005,1091102;RUA;DOUGLAS MARQUES RIENTI QUADRA;84;QUADRA 439, LOTE 12,;JARDIM ATLANTICO LESTE (ITAIPUACU);24933465.0;RJ;5853;21;36945636.0;Não informado;Não informado;Não informado;Não informado;debora.araujo.adm@gmail.com;Não informado;Não informado
23784530;1;73;1;Não informado;2;2015-09-28;2015-09-28;8112500;Não informado;RUA;ANTONIO EDUARDO;53-A;Não informado;MUMBUCA;24913705.0;RJ;5853;21;99748259.0;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado
23784996;1;79;1;TAPIOC@&CIA.;8;2016-05-09;2015-12-03;1094500;5612100,4789099,4722901;RUA;VINTE E OITO;12;CASA casa;CORDEIRINHO (PONTA NEGRA);24921552.0;RJ;5853;21;76370313.0;Não informado;Não informado;Não informado;Não informado;andrealourencorj@gmail.com;Não informado;Não informado
23795035;1;60;1;O PORTUGA MARCENEIRO BY JF MARCENARIA;2;2015-12-04;2015-12-04;3101200;1340501,4789001,8219901,4751201,4754701,4753900,3299099,4789007;RUA;VAN LERBERGUE QUADRA;201;"LOTE 24;QUADRA 216";JARDIM ATLANTICO CENTRAL (ITAIPUACU);24934025.0;RJ;5853;21;33636103.0;Não informado;Não informado;Não informado;Não informado;JFMARCENARIA@GMAIL.COM;Não informado;Não informado
23801662;1;66;1;TATY''S LANCHES & REFEICOES;2;2015-12-07;2015-12-07;5611201;5620104;RUA;DA PAZ;00;Não informado;JARDIM ATLANTICO CENTRAL (ITAIPUACU);24934620.0;RJ;5853;22;81591333.0;Não informado;Não informado;Não informado;Não informado;TATYLINDA-26@HOTMAIL.COM;Não informado;Não informado
23804616;1;10;1;FIGUEIREDO HINODE;8;2017-12-31;2015-12-08;7319002;4772500;RUA;PEDRO JOSE ALVES;357;CASA 03;FLAMENGO;24903795.0;RJ;5853;21;37310797.0;Não informado;Não informado;Não informado;Não informado;figueiredohinode2015@bol.com.br;Não informado;Não informado
23807854;1;80;1;LUA MODAS;4;2021-03-16;2015-12-08;4781400;Não informado;RUA;ISMAEL LUCINDO SILVA;29;Não informado;BARROCO (ITAIPUACU);24936570.0;RJ;5853;22;26396694.0;Não informado;Não informado;Não informado;Não informado;silva.surama@hotmail.com;Não informado;Não informado
23813582;1;20;1;AMERICA SEGURANCA ELETRONICA;4;2021-03-16;2015-12-09;4930202;4930201;RUA;SAO MARTINHO;00;"LOTE 09;QUADRA 86;CASA 02";BARROCO (ITAIPUACU);24936590.0;RJ;5853;21;21823818.0;Não informado;Não informado;Não informado;Não informado;JORGEGUTO87@GMAIL.COM;Não informado;Não informado
23814710;1;50;1;MARIA AUXILIADORA MELLO SANTOS SANTOS;4;2021-03-16;2015-12-09;4712100;Não informado;RUA;BEIRA LAGOA;20;LOJA;PARQUE NANCI;24914115.0;RJ;5853;21;92958939.0;Não informado;Não informado;Não informado;Não informado;dorataxi@hotmail.com;Não informado;Não informado
23841118;1;48;1;ALBERTO FERANO;8;2016-10-07;2015-12-15;7319002;Não informado;RUA;QUARENTA QUADRA;0;QUADRA 166, LOTE 25;JARDIM ATLANTICO CENTRAL (ITAIPUACU);24934540.0;RJ;5853;21;37080685.0;Não informado;Não informado;Não informado;Não informado;alberto.ferano@gmail.com;Não informado;Não informado
